216334_s_at,215516_at,AFFX-ThrX-5_at,208538_at,206488_s_at,201882_x_at,205699_at,218186_at,207656_s_at,220876_at,220766_at,216498_at,215943_at,215653_at,202608_s_at,216905_s_at,221380_at,209821_at,212769_at,213098_at,204014_at,214826_at,214441_at,209035_at,47105_at,209698_at,206102_at,220082_at,211966_at,217617_at,207571_x_at,215977_x_at,220323_at,206721_at,221581_s_at,213523_at,47530_at,212589_at,210127_at,209542_x_at,207172_s_at,219231_at,214785_at,208893_s_at,207180_s_at,219260_s_at,220335_x_at,214686_at,216375_s_at,221249_s_at,201354_s_at,202414_at,201363_s_at,208894_at,209688_s_at,202867_s_at,217981_s_at,205695_at,216457_s_at,219377_at,Group
0.019650655,0.13318779,0.026200876,0.030567687,0.12227075,0.07641922,0.27729258,0.4257642,0.050218344,0.25764194,0.10262009,0.061135374,0.2467249,0.16157207,0.55895203,0.06331878,0.02838428,0.23580788,0.037117906,0.95851535,1.1353712,0.054585155,1.1703057,0.65065503,0.6593887,0.57641923,0.75327516,0.7139739,0.28602624,0.8449782,1.6266377,0.89737993,1.128821,1.478166,0.38646293,0.80567694,0.6724891,1.0633188,1.5938866,0.97379917,1.268559,1.1703057,1.1899564,3.5174675,1.8427949,1.9061137,1.1462883,2.0458515,3.2838428,1.1637555,1.7030568,2.7314413,3.2205243,0.72270745,1.7423582,2.956332,2.4192142,0.78602624,3.0742362,3.3449783,control
0.015290519,0.021406727,0.033639144,0.25993884,0.08562691,0.10703363,0.20795107,0.27828747,0.064220175,0.6911315,0.28746176,0.25076452,0.027522935,0.20489295,0.051987767,0.17737003,0.05810397,0.23853211,0.07033639,0.66360855,0.68501526,0.09174311,1.149847,0.24464831,0.77370024,0.20489295,0.9388379,0.9510703,0.50764525,0.29357797,1.2201835,0.795107,0.9510703,0.98470944,0.4831804,1.562691,0.9357798,0.94189596,1.0214068,1.3944952,2.3975534,0.53211004,0.81345564,2.5871558,1.5076451,2.1314983,1.0795107,2.795107,2.7828746,1.9847095,1.8990824,1.2324158,2.5137613,1.6636086,1.9021406,2.4525993,2.889908,0.9755351,5.3577976,1.9541284,control
0.03264095,0.2240356,0.15727003,0.028189909,0.2818991,0.39762607,0.21513352,0.23293768,0.043026704,0.062314536,0.19732937,0.02670623,0.08456973,0.18842728,0.3308605,0.115727,0.068249255,0.347181,0.17655785,0.8916913,0.5074184,0.3234421,0.7551929,0.45697325,0.48961422,0.29080117,0.7670623,0.615727,0.23738872,0.7893175,1.0727003,0.82047474,0.60089016,1.1172106,0.8605341,0.76557857,1.4272996,0.96735895,1.7997032,0.56973296,1.2744807,1.087537,1.2759644,0.73145396,1.9896142,2.0994065,0.9955489,1.3620178,1.9421363,1.5474777,1.9272995,2.037092,2.6246288,1.3175074,1.5074183,2.3887239,2.2715135,1.0637982,2.2566767,3.0534124,control
0.010615712,0.021231424,0.057324845,0.033970278,0.35244164,0.09766455,0.25902337,0.20806795,0.09341827,0.084925696,0.16772825,0.059447985,0.07855627,0.2144374,0.31847137,0.11677283,0.10191084,0.08280256,0.34819534,0.7261147,0.715499,0.087048836,0.92993635,0.46496817,0.66242045,0.64755845,0.8216561,1.0382167,0.8237792,1.0297241,1.2866243,0.9171975,0.6602973,1.2420382,0.57961786,1.1443738,0.8917198,0.92569005,2.0106158,0.58174103,0.90445864,1.1698514,1.3014863,1.6581742,1.4033971,2.0106158,1.4033971,1.5583866,2.203822,1.4394906,2.0191083,2.7452233,2.2717624,1.0318471,2.0360937,2.161359,2.0509555,0.7940553,1.819533,2.29724,control
0.011834321,0.027613413,0.013806706,0.06311637,0.19132149,0.11439843,0.2820513,0.2524655,0.18343195,0.041420117,0.2071006,0.039447732,0.16568047,0.25641027,0.2504931,0.055226825,0.05325444,0.2820513,0.09664695,0.8461539,1.0650887,0.54043394,0.9270217,0.4852071,0.5029586,0.9191321,0.8106509,0.3688363,0.3846154,0.58579886,1.1696253,0.5424063,0.68441814,1.1459566,0.83629197,0.83629197,1.5088757,1.0276134,1.6291913,1.3155818,1.7100592,0.87376726,1.1972387,1.923077,1.5798817,2.861933,1.0019724,2.270217,3.035503,1.5029585,1.9447732,2.4201183,3.1045363,1.7061144,1.6666667,1.8086785,2.5285995,0.71005917,2.366864,3.4260354,control
0.015837105,0.013574662,0.19683258,0.07013574,0.23981902,0.042986427,0.022624435,0.10859729,0.03167421,0.21266969,0.26244345,0.027149323,0.29185522,0.46832582,0.5045249,0.07692308,0.08597285,0.520362,0.28733033,0.94570136,1.3280543,0.33710408,0.40950227,0.42081448,0.5520362,1.1108598,0.71040726,0.44117647,0.48190045,1.1515838,0.8642534,0.21719459,1.1945702,1.0701357,0.4479638,0.9751131,0.93891406,1.2262443,1.4457015,0.14027148,0.8438914,0.5972851,1.6380091,0.8936652,0.9253394,1.5384616,1.5067873,2.199095,1.8371041,1.6764706,2.6312218,1.617647,1.7692307,0.88235295,1.7873304,2.3642535,1.7579185,2.1153846,2.5769231,3.6244345,control
0.007936508,0.0920635,0.19206351,0.08095238,0.031746034,0.114285715,0.21904764,0.21746033,0.0984127,0.29682544,0.031746034,0.17777778,0.23809525,0.60634923,0.4015873,0.23492065,0.052380953,0.41746032,0.26825398,1.2222223,0.6238096,0.25714287,0.4555556,0.10158731,0.5190477,0.5253968,1.0253968,0.6396826,0.45238099,0.69682544,1.4222223,0.6619048,0.16666667,1.8873017,0.4793651,1.020635,1.3317461,1.5000001,1.6095239,0.6333334,1.1190476,1.4920635,2.630159,1.8079367,1.2952381,1.2746032,1.6095239,1.7428573,1.1809524,1.909524,1.8111112,3.509524,2.477778,0.5539683,2.0857143,1.368254,1.8428572,1.1444445,2.4190476,2.888889,control
0.016431926,0.08920188,0.02347418,0.12910798,0.09859155,0.079812214,0.21361504,0.039906107,0.14553991,0.24413146,0.14788733,0.009389672,0.037558686,0.35211268,0.22065727,0.20657279,0.030516433,0.3826291,0.29812208,0.65023476,0.99061036,0.09859155,0.5187794,0.94366205,0.52347416,0.15023474,0.8239437,0.63615024,0.3028169,0.5258216,1.2065729,0.43896717,0.7323944,1.2558686,1.0516433,0.96948355,1.3896714,1.2910799,1.9553992,0.9788733,1.4272301,1.0821596,1.3943663,1.3568076,2.5140846,2.1549296,1.3450705,3.056338,2.57277,1.8192489,1.8098592,1.6455399,3.5140846,1.2511737,1.8521128,1.5399061,2.0985916,1.185446,3.2793427,3.1807513,control
0.016949153,0.038135592,0.059322033,0.038135592,0.038135592,0.13135593,0.13135593,0.012711865,0.06144068,0.084745765,0.08898305,0.1292373,0.036016952,0.39618647,0.31567797,0.06991526,0.22457628,0.24152543,0.21398306,0.5423729,0.4131356,0.565678,0.5572034,0.51059324,0.5805085,0.940678,0.5444915,0.5148305,0.4088983,0.470339,1.1165254,0.7711865,1.1843221,1.1716102,0.57627124,1.0338984,1.720339,1.0381356,1.4237288,0.4894068,1.3008475,1.2436441,1.4618645,1.8241526,1.9957627,2.3432205,1.5911016,1.6906781,1.881356,1.8093221,2.2733052,3.0254238,2.92161,0.99788135,2.2394068,1.1737288,2.2817798,0.90466106,3.118644,3.17161,control
0.024096385,0.14457831,0.042168673,0.0873494,0.07831325,0.15361445,0.21385542,0.11445782,0.036144577,0.045180723,0.12349397,0.027108433,0.03313253,0.21987952,0.10843373,0.036144577,0.19277108,0.2379518,0.30421686,0.48795182,0.71385545,0.25903615,1.4126506,0.66566265,0.53614455,0.8102409,0.71385545,0.83433735,0.43373492,0.4457831,0.95481926,0.105421685,0.98192763,0.93674695,0.61746985,1.4277109,1.0903615,0.9096385,1.5210843,0.5391566,1.4066265,0.9909639,1.3584336,1.1385541,1.5783132,2.810241,1.5030121,1.8042169,2.3915663,1.4879518,1.4518071,1.8072288,1.6746987,1.4186746,1.7740964,2.0873494,1.7349397,0.560241,3.2198794,3.0602407,control
0.010416667,0.005208334,0.14583333,0.052083332,0.3828125,0.041666668,0.25260416,0.203125,0.015625,0.065104164,0.06770833,0.25520834,0.140625,0.24739583,0.072916664,0.054687496,0.052083332,0.3515625,0.3645833,0.7994792,0.5078125,0.140625,0.6223958,0.3671875,0.39322916,0.1796875,0.6848958,1.1067708,0.9895833,0.6432292,1.5286459,0.6067708,0.6848958,0.9244791,2.205729,0.6276042,1.3880208,0.9791666,2.1406248,0.7786458,1.1093749,1.7291666,1.2838541,1.2734375,1.21875,1.640625,1.015625,2.328125,2.3359373,1.4791666,2.2083333,1.5416666,2.2395833,7.4375,1.5989584,3.0234375,1.7083333,1.0130209,2.440104,1.9791666,control
0.07526881,0.069892466,0.032258064,0.032258064,0.091397844,0.053763438,0.23655914,0.016129032,0.6397849,0.021505376,0.107526876,0.032258064,0.12903225,0.12365591,0.5053763,0.037634406,0.069892466,0.33870968,0.16129032,0.89784944,0.6612903,0.9516129,0.5107527,0.14516129,0.80645156,0.12903225,0.48387095,0.55376345,0.45698923,0.27956986,1.3064516,0.5268817,0.27956986,0.5053763,0.6290322,1.4838709,0.89784944,1.2473118,1.8118279,2.5591395,2.3064516,1.1505376,0.7365591,2.5322578,2.3010752,3.4516125,1.7150537,2.112903,2.8225806,1.5967741,1.9301075,0.9032257,1.3172042,2.344086,1.6182795,2.7096775,2.844086,1.672043,3.0376341,3.1827955,control
0.012135922,0.012135922,0.06310679,0.029126214,0.3859223,0.087378636,0.21359223,0.1699029,0.029126214,0.036407765,0.24514563,0.036407765,0.08252427,0.27184466,0.114077665,0.25,0.12864077,0.27427185,0.26456308,0.711165,0.64320385,0.0461165,0.8907767,0.5970874,0.58252424,0.32038835,0.7597087,0.9053398,0.26456308,0.7014563,1.42233,0.6359223,0.106796116,1.0703883,0.5436893,0.72330093,1.2597088,1.0509708,1.7063107,1.0800971,1.5364077,0.8398058,0.97330093,1.487864,1.3640777,2.3592231,1.5849515,1.776699,2.461165,1.4587377,1.5995146,1.6213592,2.9538834,1.7330097,2.012136,2.684466,2.143204,0.8082524,3.0242717,2.514563,control
0.018018018,0.009009009,0.02027027,0.033783782,0.22747748,0.123873875,0.37837836,0.286036,0.06081081,0.04054054,0.09684685,0.022522522,0.33783785,0.074324325,0.7072072,0.22972973,0.072072074,0.17792793,0.38963962,0.5518018,0.5382883,0.40765765,0.8108108,0.8378378,0.7387387,0.2027027,0.7094594,0.7905405,0.3648649,0.6644144,0.9504505,0.5563063,0.36036035,0.8986487,0.16666667,0.7657657,1.385135,0.7477478,2.1013515,0.9932432,1.382883,1.1463964,1.0923424,0.5135135,1.2815316,2.6554053,1.4234234,2.5315316,2.2635136,1.4887387,0.8783784,2.054054,2.9369369,0.5878378,1.8198198,2.6036036,2.009009,0.6801802,2.1193693,2.4572072,control
0.006514658,0.026058633,0.247557,0.03583062,0.14006515,0.1237785,0.016286645,0.055374596,0.06840391,0.03583062,0.06514658,0.06514658,0.42996743,0.42996743,0.22801304,0.3387622,0.09120521,0.23127036,0.042345274,0.7068404,0.4820847,0.052117266,0.6579805,0.54723126,0.6775244,0.80130297,0.78175896,0.4495114,0.84039086,1.6026059,0.9381107,0.64169383,0.247557,1.1986971,0.37459284,1.0814333,1.6449511,1.2149837,0.9381107,0.6319218,1.1791531,1.1172638,1.7719871,0.9055374,2.0781758,0.990228,1.2052118,1.325733,2.3452768,1.7719871,2.348534,2.247557,2.2345276,1.4723127,2.2638438,1.8501629,1.7882737,1.4071661,2.175896,4.019544,control
0.07317074,0.030487806,0.03658537,0.18902439,0.07926829,0.085365854,0.018292684,0.20731708,0.12195122,0.030487806,0.03658537,0.57926834,0.57926834,0.43292683,0.8963415,0.12195122,0.42073172,0.5731707,0.22560976,0.6585366,0.11585366,0.2987805,0.8231708,1.2439024,0.31707317,1.2012196,0.45731708,1.1097561,0.39634147,1.9024391,0.51829267,0.39634147,0.4695122,0.74390244,0.66463417,0.38414636,0.9207317,0.9390244,0.7378049,0.20731708,1.5853659,1.4512196,0.99390244,0.09146342,1.6280489,1.2621952,2.0060978,2.5548782,1.6585367,1.890244,1.3414634,2.682927,1.2804878,1.4634147,1.347561,1.6707318,2.042683,2.640244,2.2500002,1.4390244,control
0.02131783,0.01744186,0.04069767,0.027131783,0.19573644,0.046511628,0.03875969,0.12790698,0.029069766,0.11821705,0.125969,0.09689923,0.10271318,0.18217054,0.116279066,0.046511628,0.036821704,0.22286822,0.2984496,0.57751936,0.57751936,0.37984496,0.5542636,0.5697674,0.36627907,0.7732558,0.9612403,0.9224806,0.627907,0.8255814,1.3488371,0.6705426,0.14147288,1.2112403,0.3468992,0.91085273,1.0562016,0.8410853,1.2325581,1.1046512,0.6492248,0.8333333,1.2790698,0.875969,2.3275194,1.9127907,1.4089147,2.4089148,1.9108527,1.3197674,1.9282945,1.9050388,2.8914728,1.1976744,1.9244187,1.9302325,1.9670542,0.79457366,2.7558138,2.5717053,control
0.008670521,0.28034684,0.20231214,0.054913297,0.3063584,0.11560694,0.0982659,0.124277465,0.043352604,0.046242777,0.08381504,0.037572253,0.04046243,0.15606937,0.08959538,0.21387285,0.106936425,0.24855493,0.32947978,0.51445085,0.6127168,0.10404625,0.60693645,0.109826595,0.9739885,0.6271677,0.66184974,0.9884394,0.58092487,0.7861272,1.0057803,0.16184972,1.2138729,0.73988444,0.97109824,0.8728324,0.9393064,1.0924855,1.5924855,1.1965319,1.2745665,1.2080926,1.2514452,2.2254336,1.7369943,2.2745664,0.76589596,1.3583815,2.7109828,1.7109828,1.4450867,1.7514452,2.0057805,2.150289,1.6531793,1.7832371,2.5780346,0.6763006,1.8034683,2.9277458,control
0.016746411,0.0215311,0.04784689,0.0430622,0.1076555,0.13636364,0.1985646,0.0861244,0.09569378,0.23444977,0.03588517,0.026315792,0.1555024,0.15311006,0.6148326,0.24401914,0.04784689,0.35167465,0.3110048,0.67942584,0.8684211,0.354067,0.8636364,0.54066986,0.7631579,0.90909094,0.784689,0.5909091,0.7344498,0.9880383,1.1315789,0.5909091,0.5191388,1.409091,0.56937796,0.6100479,1.3875599,1.3229666,1.0550239,1.0143541,1.3875599,1.5598086,1.65311,2.9545455,1.2535886,2.2177033,1.6459332,2.8349283,2.2129188,1.4066986,1.5430622,2.4186604,3.0047848,0.7344498,1.8277513,2.4258375,1.8995216,0.90909094,3.755981,3.2846892,control
0.028199565,0.06941432,0.106290676,0.052060742,0.1713666,0.1713666,0.44034708,0.060737528,0.052060742,0.04338395,0.04338395,0.13232104,0.37310198,0.0824295,0.4229935,0.047722343,0.05639913,0.21691975,0.23210412,0.56832975,0.4143167,0.14967462,0.91540134,1.1019523,0.46420825,0.7635575,0.8286334,0.55748373,0.7505423,0.64859,1.0759219,0.8004339,0.483731,1.1952277,0.24078092,0.79175705,1.0824295,0.91540134,1.0954447,0.44902387,1.5878525,1.1800435,1.8156182,1.6550977,1.5010846,2.5878525,1.8416487,1.6117138,1.8893709,1.835141,1.3817787,1.570499,2.4728851,0.73969626,1.0715835,1.2017354,3.1713665,0.7223427,3.7483733,2.4967463,control
0.053072628,0.019553073,0.2206704,0.04469274,0.48882684,0.09217878,0.033519555,0.31843576,0.16201119,0.055865925,0.05027933,0.13966481,0.053072628,0.11173185,0.57262576,0.19273745,0.11452515,0.23463687,0.0726257,1.0335196,0.86871517,0.05865922,0.61731845,0.12849163,0.77653635,0.15921788,0.7458101,0.4385475,0.6983241,0.3547486,1.1536313,0.932961,0.76815647,0.91061455,0.575419,0.8715084,1.9329609,0.7597766,2.3212292,0.27374303,1.3910615,1.1061453,1.5027933,0.37430167,1.849162,2.3798883,1.4106146,1.7849163,3.0391064,1.3938549,2.4608939,2.4217877,1.6061454,1.1675978,1.5083799,2.1675978,2.5167599,0.55586594,5.103352,2.980447,control
0.057534244,0.21917808,0.12602739,0.035616435,0.21917808,0.12054795,0.3452055,0.26849315,0.057534244,0.09315069,0.038356163,0.04109589,0.08219178,0.057534244,0.12876712,0.1890411,0.05479452,0.52328765,0.18356164,1.1424657,0.66027397,0.31780824,0.7616438,0.8931506,0.34246576,0.21643835,0.4712329,0.8356164,1.8246574,0.22739726,1.3397261,0.69863015,0.9205479,0.8438356,2.2465754,0.48493153,1.2465754,1.369863,1.1123288,0.25753424,1.5013698,1.4520547,1.2465754,1.3671234,3.0630138,1.2958903,1.2328767,1.7643836,2.2246575,2.8246574,1.4164383,2.1890411,2.5808218,1.2547945,1.6465753,1.2849315,2.5150685,2.1972601,2.6027398,4.1424656,control
0.013729977,0.09153318,0.011441647,0.0389016,0.27688786,0.33867276,0.27688786,0.27231118,0.07551487,0.027459955,0.10526315,0.1716247,0.21510296,0.33180776,0.597254,0.0938215,0.082379855,0.40732262,0.28146452,0.49427918,0.27002287,0.61784893,0.6750572,0.34096107,0.4965675,0.26773453,0.6864988,1.0343249,0.41418764,0.36384436,1.2242563,0.5423341,1.0091532,1.2151029,0.13501143,0.83295196,0.9771167,0.8192219,1.2379862,0.6842105,0.9610984,1.1350113,1.7208236,0.76659036,1.8558351,2.3913043,1.3729976,1.7391304,2.208238,1.8032037,1.729977,1.3867276,2.7780318,0.7597254,1.535469,2.2631578,2.231121,1.1647598,2.6064072,2.299771,control
0.035269707,0.1286307,0.035269707,0.029045641,0.20331949,0.08921162,0.3879668,0.085062236,0.08091286,0.039419085,0.056016594,0.08091286,0.051867217,0.15975103,0.32157674,0.04564315,0.10580912,0.26763484,0.15352696,0.9896265,1.1141078,0.43360993,0.66804975,0.5788381,0.76970947,1.0933609,0.6244813,0.5497925,0.659751,0.9377593,1.0228215,0.3858921,0.719917,0.6431535,0.65145224,0.92116183,1.1286306,0.8360995,1.5705392,0.74273854,0.8091286,1.0311203,0.95228213,2.4813275,1.9356846,2.4273858,1.6244813,2.0373442,2.6369293,1.4937758,2.039419,2.033195,2.6078837,1.0269709,1.5663899,1.6556016,1.9585061,0.5103734,2.5290456,2.877593,control
0.015503876,0.06395349,0.03875969,0.029069766,0.31976745,0.062015504,0.20736434,0.08139534,0.031007752,0.029069766,0.031007752,0.027131783,0.29069766,0.2364341,0.29457363,0.3391473,0.032945737,0.30813953,0.2771318,0.87403095,0.25968993,0.16085272,0.5484496,0.16860464,0.58914727,0.41472867,0.8023256,0.6356589,0.46705428,0.8624031,1.9573643,0.29651162,0.40697673,1.2267442,0.58914727,0.92635655,1.9748062,1.2228682,1.2674419,0.74418604,0.9224806,1.1705427,0.9612403,1.6492248,1.9186046,1.622093,1.1143411,1.8217055,1.507752,1.6879845,1.4302326,1.6744186,3.403101,0.7015504,1.6046512,1.6782945,2.3372092,1.0910852,2.9612403,3.7693799,control
0.032258064,0.027295286,0.044665013,0.05210918,0.21339951,0.099255584,0.2853598,0.084367245,0.034739453,0.3076923,0.2878412,0.079404466,0.22828785,0.28039703,0.50124073,0.2828784,0.034739453,0.19602978,0.3101737,0.764268,0.24813896,0.4565757,0.55583125,0.42183623,0.3622829,0.19602978,0.5210918,0.9429281,0.4540943,0.6476427,1.2258065,0.46898264,0.99751866,1.2084367,0.83870965,0.98263025,0.9702233,1.1091812,1.7990074,0.6501241,1.1960298,1.0942928,1.3225807,0.20843671,1.5707196,2.08933,1.0024815,1.4367247,3.240695,1.9404466,1.394541,2.2307694,3.325062,2.8610423,1.394541,2.5210917,2.6451614,1.2109181,2.1364765,2.2952855,control
0.03547672,0.11973393,0.028824834,0.20177385,0.082039915,0.23946786,0.33481157,0.23503327,0.07538803,0.06873614,0.15077606,0.033259425,0.059866965,0.08647451,0.3525499,0.028824834,0.09534369,0.1396896,0.29046565,0.68292683,0.6940133,0.60310423,0.46341464,0.60310423,0.6208426,0.81152993,0.64745015,0.47893572,0.5609756,0.69844794,1.5742794,0.37028828,0.18181819,0.86917967,1.2749447,0.45454547,1.3547672,0.67184037,1.1485589,0.751663,1.1219512,1.2439024,1.1064303,1.7760533,2.337029,1.9512196,1.4345899,2.6186254,2.5099778,1.3170732,1.1995566,2.660754,3.742794,2.2815967,1.5742794,2.179601,1.8403549,0.6119734,2.6186254,3.277162,control
0.021327013,0.011848341,0.021327013,0.06398104,0.20379147,0.32464454,0.2085308,0.059241705,0.030805685,0.07109004,0.25118482,0.101895735,0.36492887,0.13507108,0.17298578,0.16824643,0.23933649,0.25592417,0.27251184,0.5734597,0.81990516,0.39099523,0.56161135,0.1042654,0.5094786,0.76066345,0.5663507,0.43838862,0.56872034,1.1018957,0.9502369,0.91469187,0.02606635,1.5213269,0.53317535,0.5094786,1.2867298,1.1042653,1.514218,1.3578198,1.4241705,0.8436018,1.0758294,1.8056871,2.2417061,1.9715638,0.92890996,1.549763,2.779621,1.8056871,2.0142179,1.5450236,3.5331755,1.0900474,1.5236967,1.9597155,2.5971563,1.0189573,2.5592415,3.5331755,control
0.012396694,0.24793388,0.016528925,0.028925618,0.29338843,0.057851236,0.012396694,0.012396694,0.028925618,0.08264463,0.09504132,0.020661157,0.03305785,0.041322313,0.18181819,0.07851239,0.016528925,0.29752064,0.13636363,0.80991733,0.6776859,0.07024793,0.88842976,0.2231405,0.4504132,1.107438,0.3966942,0.35537192,0.93801653,0.4504132,1.5991735,0.041322313,0.2644628,0.8471074,0.9958678,0.74380165,1.0123967,0.78512394,1.785124,1.6528926,0.9421487,0.9256198,0.58677685,2.198347,2.3347106,2.7561982,1.0495868,2.231405,4.1115704,1.3966942,1.8636363,1.1900826,1.8595041,1.3140495,1.5950413,3.0785124,3.2479339,0.95454544,4.049587,5.392562,control
0.09454545,0.21818182,0.03272727,0.03272727,0.20363635,0.09454545,0.014545455,0.5272727,0.08363636,0.02909091,0.047272723,0.0690909,0.23272727,0.59272724,0.15636364,0.087272726,0.03272727,0.40363637,0.29090908,0.7309091,0.46909088,0.11272726,0.71636367,0.24727273,0.9418181,0.52363634,0.5672727,0.54181814,0.47636363,0.4109091,1.6581817,0.58181816,1.4218181,0.96363634,0.31272727,1.1927272,1.0036364,1.08,0.9309091,0.11636364,1.3672726,1.3127272,0.79272723,0.3090909,2.5636363,0.93454546,1.9381818,1.6181818,2.2072728,2.0545454,1.7963636,3.3163633,2.712727,0.9490909,2.3054545,1.8145454,1.8654544,1.9781818,3.5927272,3.810909,control
0.013297873,0.17819148,0.1356383,0.03989362,0.20744681,0.042553194,0.19414894,0.19414894,0.050531916,0.045212768,0.4175532,0.02393617,0.034574468,0.2925532,0.13031915,0.061170213,0.042553194,0.3856383,0.23404257,0.9175532,1.0026596,0.27925533,0.5505319,0.5611702,0.57446814,0.8164894,1.0265957,0.8590425,0.69414896,1.1622341,1.6117021,0.6356383,0.92287236,0.9787234,0.7819149,1.0292554,1.0797873,1.1117021,0.60372347,0.13829787,1.2180852,1.1356384,1.3351064,2.0452127,1.268617,2.0957448,1.1702127,1.9893619,2.5398936,1.5372341,1.8005319,1.4361702,2.5345745,1.4813831,1.3643618,1.4627659,1.925532,1.5159575,2.6462767,3.3776596,control
0.026190476,0.004761905,0.026190476,0.04047619,0.15238096,0.061904762,0.15238096,0.36666667,0.07619048,0.2404762,0.11904762,0.03809524,0.05714286,0.17619048,0.7,0.04761905,0.11428572,0.1404762,0.23571429,0.81428576,0.052380953,0.33333334,0.4214286,0.12857144,0.74761903,0.24523811,0.5809524,1.2214286,0.6309524,0.74285716,1.1142857,0.45,0.8738096,1.1166667,0.6309524,1.2761905,1.502381,0.98333335,1.9023811,0.95476186,0.9166667,0.7857143,1.5785716,1.0214286,1.8785715,2.2190475,1.4095238,1.9619049,2.3119047,1.6642858,1.9309524,2.0261905,3.252381,0.9619048,1.5595238,1.804762,3.007143,0.3904762,2.0690477,2.3738096,control
0.027027026,0.013513513,0.02027027,0.047297295,0.34459457,0.04054054,0.047297295,0.3243243,0.16216215,0.23648648,0.22297296,0.121621616,0.14864865,0.2027027,0.23648648,0.65540534,1.0135134,0.02027027,0.12837838,0.9527027,0.1081081,0.29054055,1.1554054,0.18243243,0.99999994,0.18243243,0.4797297,0.9729729,1.1891892,0.12837838,1.6756755,0.18918918,0.13513513,0.6081081,0.41216213,1.4256756,1.2364864,1.1283784,2.4797297,1.1418918,0.7094594,0.9864865,0.9594594,1.1824324,2.5743241,3.1216216,1.0675676,0.8986486,3.3445945,1.9999999,2.2229729,0.85810804,2.8716216,0.8175675,0.9527027,3.8648648,3.027027,1.3986486,3.0067565,2.5,control
0.018518519,0.04398148,0.113425925,0.023148147,0.25,0.2847222,0.2847222,0.13888888,0.071759254,0.032407407,0.25,0.025462963,0.4328704,0.46296296,0.5208333,0.06481481,0.08333333,0.6203703,0.28703701,1.1041666,0.2546296,0.5347222,0.48379627,0.537037,0.81249994,1.3935184,0.66898143,0.6527778,0.52777773,1.5046296,1.7731481,0.8541667,0.22453703,0.84722215,0.48148146,1.0162038,1.5185184,1.1273148,0.6967592,0.22685185,1.1828703,1.4027777,1.0046296,0.84027773,2.5277777,2.0208333,1.8356482,1.9166666,0.90509254,1.6458333,2.4583333,2.511574,3.363426,1.375,2.0416665,2.613426,2.0625,1.6365739,2.6550925,2.736111,control
